R,T,camera1RadDist,camera1TanDist,cameralFocalLength,camera1PrincipalPoint,camera2RadDist,camera2TanDist,camera2FocalLength,camera2PrincipalPoint
0.999920153517335,-120.309069771204,-0.128668289771272,0.00091571297042661,1417.00780292311,986.112103247422,-0.134331566037717,-0.000531561381021354,1416.88892967437,960.541528033425
0.000699478979665113,1.34460205972332,-0.140697740978894,-0.0012633447362862,1416.71975127016,503.327419167937,-0.10125975817023,5.72541756578788e-05,1416.2545593605,465.385614298976
0.012617341995264,-0.950958429767952,0.213584554051401,0,0,0,0.154592269237805,0,0,0
-0.00078553606808579,0,0,0,0,0,0,0,0,0
0.999976456301742,0,0,0,0,0,0,0,0,0
0.00681687430545435,0,0,0,0,0,0,0,0,0
-0.0126122766760876,0,0,0,0,0,0,0,0,0
-0.00682624137923894,0,0,0,0,0,0,0,0,0
0.999897161164926,0,0,0,0,0,0,0,0,0
